session_id,customer_id,station_id,session_start_time,kwh_charged,cost_per_kwh,total_cost
S37036,C2570,89,2024-09-05 02:46:00,28.616,13.5,386.316
S37037,C2570,51,2024-11-06 08:48:00,28.616,22.5,643.86
S37038,C2570,72,2024-08-15 06:39:00,28.616,22.5,643.86
S37039,C2570,188,2024-09-04 09:29:00,24.025729,18.0,432.463122
S37040,C2570,27,2024-09-14 09:40:00,28.616,22.5,643.86
S37041,C2570,140,2024-10-06 10:31:00,20.256346,18.0,364.614228
S37042,C2570,190,2024-10-27 10:44:00,28.616,18.0,515.088
S37043,C2570,27,2024-10-01 17:42:00,27.446385,22.5,617.543662
S37044,C2570,92,2024-08-21 09:02:00,26.14112,18.0,470.54016
S37045,C2571,27,2024-10-11 08:11:00,31.275089,22.5,703.689503
S37046,C2571,157,2024-11-07 05:09:00,33.371648,22.5,750.86208
S37047,C2571,23,2024-09-06 19:14:00,34.324992,22.5,772.31232
S37048,C2571,118,2024-09-25 15:02:00,29.551915,13.5,398.950852
S37049,C2571,59,2024-08-12 03:06:00,28.844702,13.5,389.403477
S37050,C2571,63,2024-09-29 14:04:00,34.697706,13.5,468.419031
S37051,C2571,21,2024-08-15 15:29:00,34.830871,22.5,783.694598
S37052,C2571,93,2024-10-16 19:54:00,30.758414,22.5,692.064315
S37053,C2571,182,2024-08-11 18:37:00,25.23927,18.0,454.30686
S37054,C2571,59,2024-08-27 19:13:00,20.701185,13.5,279.465997
S37055,C2571,190,2024-10-05 13:52:00,33.627132,18.0,605.288376
S37056,C2571,12,2024-08-16 08:54:00,35.350427,18.0,636.307686
S37057,C2572,57,2024-08-13 15:57:00,25.48,18.0,458.64
S37058,C2572,59,2024-10-02 17:49:00,25.48,13.5,343.98
S37059,C2572,152,2024-09-04 23:13:00,25.48,18.0,458.64
S37060,C2572,147,2024-08-24 00:01:00,25.48,18.0,458.64
S37061,C2572,164,2024-11-03 22:44:00,25.48,13.5,343.98
S37062,C2572,89,2024-10-08 15:22:00,25.48,13.5,343.98
S37063,C2572,144,2024-08-28 01:30:00,25.48,18.0,458.64
S37064,C2572,50,2024-10-23 12:25:00,23.317623,18.0,419.717214
S37065,C2572,180,2024-09-02 22:30:00,18.206836,18.0,327.723048
S37066,C2572,151,2024-08-13 10:59:00,22.660016,18.0,407.880288
S37067,C2572,93,2024-10-05 14:27:00,25.48,22.5,573.3
S37068,C2572,164,2024-08-26 09:28:00,25.48,13.5,343.98
S37069,C2572,97,2024-08-11 22:44:00,25.48,18.0,458.64
S37070,C2572,21,2024-08-14 13:45:00,25.48,22.5,573.3
S37071,C2572,56,2024-09-11 12:38:00,25.48,18.0,458.64
S37072,C2572,8,2024-10-12 09:40:00,25.48,18.0,458.64
S37073,C2573,29,2024-10-08 14:18:00,18.13,18.0,326.34
S37074,C2573,32,2024-09-19 13:06:00,18.13,13.5,244.755
S37075,C2573,144,2024-08-27 09:04:00,18.13,18.0,326.34
S37076,C2573,138,2024-09-12 16:53:00,18.13,18.0,326.34
S37077,C2573,9,2024-08-18 18:09:00,18.13,13.5,244.755
S37078,C2573,27,2024-09-27 10:12:00,18.13,22.5,407.925
S37079,C2573,140,2024-11-05 10:04:00,18.13,18.0,326.34
S37080,C2573,188,2024-09-11 16:29:00,18.13,18.0,326.34
S37081,C2573,56,2024-10-21 12:54:00,18.13,18.0,326.34
S37082,C2573,51,2024-08-27 12:08:00,18.13,22.5,407.925
S37083,C2573,24,2024-10-31 16:49:00,18.13,13.5,244.755
S37084,C2573,188,2024-09-30 16:44:00,18.13,18.0,326.34
S37085,C2573,181,2024-10-07 14:56:00,18.13,18.0,326.34
S37086,C2573,167,2024-10-31 09:54:00,18.13,13.5,244.755
S37087,C2573,167,2024-09-22 14:03:00,18.13,13.5,244.755
S37088,C2574,197,2024-10-09 23:45:00,11.76,18.0,211.68
S37089,C2574,21,2024-10-21 16:34:00,11.76,22.5,264.6
S37090,C2574,24,2024-09-06 07:46:00,11.76,13.5,158.76
S37091,C2574,185,2024-10-04 22:02:00,11.76,13.5,158.76
S37092,C2574,23,2024-09-15 12:52:00,11.76,22.5,264.6
S37093,C2574,23,2024-09-04 13:39:00,11.76,22.5,264.6
S37094,C2574,197,2024-10-19 08:12:00,11.76,18.0,211.68
S37095,C2574,186,2024-10-28 10:59:00,11.76,13.5,158.76
S37096,C2574,167,2024-10-12 10:00:00,11.76,13.5,158.76
S37097,C2574,24,2024-09-20 08:54:00,11.76,13.5,158.76
S37098,C2574,32,2024-09-09 10:19:00,11.76,13.5,158.76
S37099,C2574,97,2024-10-10 11:45:00,11.76,18.0,211.68
S37100,C2575,7,2024-10-10 07:03:00,15.709907,18.0,282.778326
S37101,C2575,164,2024-09-15 11:54:00,14.643592,13.5,197.688492
S37102,C2575,40,2024-09-04 14:37:00,20.873481,13.5,281.791994
S37103,C2575,25,2024-11-07 21:41:00,16.832555,13.5,227.239492
S37104,C2575,180,2024-09-25 14:20:00,15.822743,18.0,284.809374
S37105,C2575,76,2024-08-17 19:39:00,19.800553,18.0,356.409954
S37106,C2575,118,2024-09-10 18:09:00,15.150568,13.5,204.532668
S37107,C2575,152,2024-10-02 21:37:00,15.688317,18.0,282.389706
S37108,C2575,189,2024-11-01 08:03:00,18.160251,22.5,408.605647
S37109,C2575,168,2024-11-05 14:42:00,16.13419,22.5,363.019275
S37110,C2576,75,2024-08-25 08:08:00,21.56,13.5,291.06
S37111,C2576,26,2024-09-09 11:19:00,20.1336,18.0,362.4048
S37112,C2576,7,2024-10-27 14:17:00,18.507478,18.0,333.134604
S37113,C2576,87,2024-10-23 15:08:00,21.56,13.5,291.06
S37114,C2576,115,2024-10-09 04:39:00,18.318753,13.5,247.303166
S37115,C2576,56,2024-09-17 20:23:00,21.56,18.0,388.08
S37116,C2576,41,2024-09-05 20:36:00,14.02164,22.5,315.4869
S37117,C2577,108,2024-08-15 07:49:00,26.523877,18.0,477.429786
S37118,C2577,51,2024-09-28 14:32:00,24.730588,22.5,556.43823
S37119,C2577,97,2024-10-11 06:51:00,29.596,18.0,532.728
S37120,C2577,27,2024-08-24 22:51:00,21.502878,22.5,483.814755
S37121,C2577,32,2024-10-07 13:21:00,29.596,13.5,399.546
S37122,C2577,197,2024-10-08 07:29:00,27.283684,18.0,491.106312
S37123,C2577,29,2024-09-16 15:40:00,29.596,18.0,532.728
S37124,C2577,75,2024-08-31 10:24:00,29.596,13.5,399.546
S37125,C2577,140,2024-10-08 13:10:00,29.596,18.0,532.728
S37126,C2577,197,2024-09-14 10:16:00,29.596,18.0,532.728
S37127,C2577,164,2024-09-22 15:57:00,29.596,13.5,399.546
S37128,C2577,147,2024-09-16 17:29:00,29.596,18.0,532.728
S37129,C2577,190,2024-10-31 10:00:00,28.113142,18.0,506.036556
S37130,C2577,157,2024-08-31 14:50:00,29.596,22.5,665.91
S37131,C2577,115,2024-08-16 09:34:00,27.813576,13.5,375.483276
S37132,C2577,130,2024-08-11 06:47:00,25.952768,22.5,583.93728
S37133,C2577,24,2024-09-20 19:21:00,19.258941,13.5,259.995703
S37134,C2578,18,2024-09-08 23:35:00,28.746675,18.0,517.44015
S37135,C2578,51,2024-11-07 16:56:00,31.517753,22.5,709.149442
S37136,C2578,76,2024-08-24 15:30:00,33.363191,18.0,600.537438
S37137,C2578,29,2024-08-12 17:59:00,30.620438,18.0,551.167884
S37138,C2578,26,2024-08-12 23:27:00,26.18161,18.0,471.26898
S37139,C2578,8,2024-09-06 08:44:00,27.259352,18.0,490.668336
S37140,C2578,138,2024-10-10 09:53:00,35.079308,18.0,631.427544
S37141,C2578,58,2024-10-18 21:01:00,20.597052,13.5,278.060202
S37142,C2579,40,2024-11-01 00:20:00,15.68,13.5,211.68
S37143,C2579,140,2024-09-12 08:16:00,15.68,18.0,282.24
S37144,C2579,189,2024-08-23 12:06:00,15.68,22.5,352.8
S37145,C2579,93,2024-10-06 18:09:00,11.927107,22.5,268.359907
S37146,C2579,157,2024-09-26 15:40:00,15.68,22.5,352.8
S37147,C2579,21,2024-10-21 00:36:00,15.68,22.5,352.8
S37148,C2579,27,2024-10-28 08:30:00,14.051103,22.5,316.149817
S37149,C2579,58,2024-09-24 11:17:00,5.166859,13.5,69.752596
S37150,C2579,26,2024-09-09 11:46:00,15.68,18.0,282.24
S37151,C2579,188,2024-10-02 01:45:00,15.68,18.0,282.24
S37152,C2579,151,2024-09-18 19:47:00,14.109367,18.0,253.968606
S37153,C2579,180,2024-08-13 09:02:00,15.68,18.0,282.24
S37154,C2579,32,2024-09-03 18:48:00,15.68,13.5,211.68
S37155,C2579,181,2024-10-13 15:28:00,15.484543,18.0,278.721774
S37156,C2579,189,2024-09-03 16:38:00,15.68,22.5,352.8
S37157,C2580,157,2024-11-06 08:48:00,53.925207,22.5,1213.317158
S37158,C2580,26,2024-09-29 23:36:00,48.81134,18.0,878.60412
S37159,C2580,152,2024-10-27 11:18:00,40.301643,18.0,725.429574
S37160,C2580,186,2024-09-05 14:54:00,66.987256,13.5,904.327956
S37161,C2580,138,2024-11-04 22:06:00,60.081684,18.0,1081.470312
S37162,C2580,109,2024-08-12 16:51:00,48.087091,13.5,649.175728
S37163,C2580,188,2024-08-27 17:30:00,58.651795,18.0,1055.73231
S37164,C2580,36,2024-08-20 19:55:00,47.176457,18.0,849.176226
S37165,C2580,93,2024-09-29 20:23:00,54.655424,22.5,1229.74704
S37166,C2580,196,2024-10-04 15:20:00,60.341576,13.5,814.611276
S37167,C2580,190,2024-09-15 14:05:00,59.175828,18.0,1065.164904
S37168,C2580,167,2024-08-31 11:34:00,51.342094,13.5,693.118269
S37169,C2580,197,2024-10-31 11:49:00,62.346991,18.0,1122.245838
S37170,C2581,157,2024-10-22 04:13:00,55.095065,22.5,1239.638962
S37171,C2581,97,2024-09-11 00:30:00,50.256814,18.0,904.622652
S37172,C2581,56,2024-08-20 09:55:00,70.078179,18.0,1261.407222
S37173,C2581,109,2024-10-20 11:02:00,44.883291,13.5,605.924428
S37174,C2581,76,2024-10-09 01:43:00,58.598226,18.0,1054.768068
S37175,C2581,88,2024-08-15 09:23:00,67.751073,22.5,1524.399143
S37176,C2581,32,2024-09-29 21:57:00,39.68186,13.5,535.70511
S37177,C2581,9,2024-09-16 13:59:00,69.730027,13.5,941.355365
S37178,C2581,60,2024-10-23 12:57:00,70.207399,18.0,1263.733182
S37179,C2581,167,2024-10-31 19:47:00,50.782631,13.5,685.565519
S37180,C2581,40,2024-08-26 01:26:00,57.604514,13.5,777.660939
S37181,C2581,180,2024-09-11 08:04:00,48.372494,18.0,870.704892
S37182,C2581,155,2024-08-22 23:50:00,47.574122,13.5,642.250647
S37183,C2581,109,2024-09-19 11:07:00,44.813089,13.5,604.976701
S37184,C2581,98,2024-09-27 10:55:00,70.248876,22.5,1580.59971
S37185,C2581,27,2024-10-13 05:11:00,52.9091,22.5,1190.45475
S37186,C2581,29,2024-10-28 10:33:00,42.527627,18.0,765.497286
S37187,C2582,24,2024-11-01 00:06:00,64.347136,13.5,868.686336
S37188,C2582,197,2024-11-04 14:42:00,61.059877,18.0,1099.077786
S37189,C2582,174,2024-10-05 12:51:00,58.382449,18.0,1050.884082
S37190,C2582,186,2024-10-08 08:57:00,49.074972,13.5,662.512122
S37191,C2582,174,2024-08-12 01:51:00,51.369807,18.0,924.656526
S37192,C2582,59,2024-09-01 07:48:00,65.17,13.5,879.795
S37193,C2582,27,2024-08-31 14:36:00,58.466637,22.5,1315.499333
S37194,C2582,7,2024-11-03 17:30:00,50.241605,18.0,904.34889
S37195,C2582,142,2024-10-08 03:24:00,61.691053,13.5,832.829215
S37196,C2582,9,2024-09-07 04:11:00,62.593423,13.5,845.011211
S37197,C2582,75,2024-10-02 08:06:00,65.17,13.5,879.795
S37198,C2582,72,2024-10-22 16:17:00,55.590103,22.5,1250.777317
S37199,C2582,108,2024-10-29 14:37:00,61.5923,18.0,1108.6614
S37200,C2583,36,2024-09-09 13:17:00,49.294,18.0,887.292
S37201,C2583,71,2024-09-01 11:10:00,48.570567,13.5,655.702654
S37202,C2583,140,2024-10-19 11:07:00,42.70739,18.0,768.73302
S37203,C2583,98,2024-08-16 00:47:00,49.294,22.5,1109.115
S37204,C2583,152,2024-10-08 14:07:00,49.294,18.0,887.292
S37205,C2583,118,2024-10-14 13:15:00,33.110946,13.5,446.997771
S37206,C2583,51,2024-10-30 09:38:00,49.294,22.5,1109.115
S37207,C2583,8,2024-10-18 17:43:00,49.294,18.0,887.292
S37208,C2583,118,2024-08-19 09:28:00,49.294,13.5,665.469
S37209,C2583,51,2024-10-07 11:02:00,49.294,22.5,1109.115
S37210,C2583,57,2024-10-27 13:34:00,49.294,18.0,887.292
S37211,C2583,88,2024-10-13 19:55:00,49.294,22.5,1109.115
S37212,C2583,164,2024-09-21 09:28:00,42.497437,13.5,573.715399
S37213,C2584,109,2024-09-02 11:56:00,24.612353,13.5,332.266765
S37214,C2584,89,2024-10-16 01:06:00,29.596,13.5,399.546
S37215,C2584,157,2024-10-20 12:41:00,26.59641,22.5,598.419225
S37216,C2584,152,2024-11-07 12:48:00,29.596,18.0,532.728
S37217,C2584,97,2024-09-23 14:43:00,24.432251,18.0,439.780518
S37218,C2584,130,2024-09-03 13:51:00,29.596,22.5,665.91
S37219,C2584,140,2024-10-10 15:59:00,16.648665,18.0,299.67597
S37220,C2584,40,2024-09-23 06:53:00,27.773745,13.5,374.945558
S37221,C2584,58,2024-09-07 17:30:00,29.596,13.5,399.546
S37222,C2584,51,2024-09-16 17:11:00,29.596,22.5,665.91
S37223,C2584,115,2024-08-27 02:57:00,29.596,13.5,399.546
S37224,C2584,7,2024-10-15 15:58:00,29.596,18.0,532.728
S37225,C2584,140,2024-09-06 14:28:00,29.596,18.0,532.728
S37226,C2584,157,2024-08-19 08:35:00,29.382977,22.5,661.116983
S37227,C2584,182,2024-10-15 07:43:00,29.596,18.0,532.728
S37228,C2584,89,2024-09-02 16:19:00,29.596,13.5,399.546
S37229,C2584,51,2024-10-07 11:44:00,29.596,22.5,665.91
S37230,C2585,60,2024-11-01 20:08:00,11.76,18.0,211.68
S37231,C2585,157,2024-09-25 00:37:00,8.283122,22.5,186.370245
S37232,C2585,142,2024-09-04 14:20:00,11.76,13.5,158.76
S37233,C2585,18,2024-08-21 10:14:00,11.76,18.0,211.68
S37234,C2585,36,2024-10-11 15:38:00,11.76,18.0,211.68
S37235,C2585,23,2024-08-26 15:16:00,11.76,22.5,264.6
S37236,C2585,36,2024-09-17 15:51:00,10.53617,18.0,189.65106
S37237,C2585,63,2024-10-20 15:02:00,11.76,13.5,158.76
S37238,C2585,130,2024-10-05 05:50:00,11.76,22.5,264.6
S37239,C2585,27,2024-08-26 01:17:00,11.040685,22.5,248.415413
S37240,C2585,144,2024-11-06 17:43:00,11.76,18.0,211.68
S37241,C2585,40,2024-09-26 12:22:00,11.76,13.5,158.76
S37242,C2585,75,2024-08-15 12:28:00,11.76,13.5,158.76
S37243,C2585,188,2024-10-18 10:50:00,11.76,18.0,211.68
S37244,C2585,130,2024-10-29 16:54:00,11.76,22.5,264.6
S37245,C2585,71,2024-09-02 22:39:00,11.76,13.5,158.76
S37246,C2586,50,2024-09-29 16:09:00,39.69,18.0,714.42
S37247,C2586,190,2024-10-29 14:57:00,39.69,18.0,714.42
S37248,C2586,164,2024-11-07 19:20:00,39.69,13.5,535.815
S37249,C2586,144,2024-08-23 08:29:00,39.69,18.0,714.42
S37250,C2586,181,2024-11-02 18:25:00,39.69,18.0,714.42
S37251,C2586,188,2024-09-24 20:43:00,39.084924,18.0,703.528632
S37252,C2586,59,2024-09-13 02:20:00,39.69,13.5,535.815
S37253,C2586,27,2024-10-25 21:34:00,39.69,22.5,893.025
S37254,C2586,2,2024-09-02 11:02:00,39.69,18.0,714.42
S37255,C2586,2,2024-09-27 16:54:00,39.69,18.0,714.42
S37256,C2586,71,2024-09-03 11:20:00,39.69,13.5,535.815
S37257,C2586,188,2024-11-07 09:43:00,39.69,18.0,714.42
S37258,C2586,144,2024-10-26 03:55:00,39.69,18.0,714.42
S37259,C2586,98,2024-09-20 16:39:00,39.69,22.5,893.025
S37260,C2586,36,2024-10-04 07:14:00,39.69,18.0,714.42
S37261,C2587,92,2024-09-11 05:31:00,16.954,18.0,305.172
S37262,C2587,189,2024-09-15 06:39:00,16.954,22.5,381.465
S37263,C2587,155,2024-09-22 15:23:00,16.954,13.5,228.879
S37264,C2587,140,2024-09-28 13:17:00,16.954,18.0,305.172
S37265,C2587,155,2024-10-20 22:00:00,16.954,13.5,228.879
S37266,C2587,72,2024-09-19 16:03:00,16.954,22.5,381.465
S37267,C2587,89,2024-11-05 10:45:00,16.954,13.5,228.879
S37268,C2587,190,2024-09-05 18:24:00,16.954,18.0,305.172
S37269,C2587,182,2024-10-06 11:36:00,16.954,18.0,305.172
S37270,C2587,157,2024-11-05 07:47:00,16.954,22.5,381.465
S37271,C2587,98,2024-10-26 09:11:00,16.954,22.5,381.465
S37272,C2587,2,2024-10-13 14:47:00,16.954,18.0,305.172
S37273,C2587,174,2024-08-14 04:30:00,16.954,18.0,305.172
S37274,C2587,56,2024-09-09 08:32:00,16.954,18.0,305.172
S37275,C2587,8,2024-08-26 08:51:00,16.954,18.0,305.172
S37276,C2587,97,2024-08-14 02:23:00,16.954,18.0,305.172
S37277,C2588,32,2024-08-31 02:04:00,29.404655,13.5,396.962843
S37278,C2588,167,2024-09-18 11:12:00,38.612,13.5,521.262
S37279,C2588,89,2024-09-19 15:31:00,31.821598,13.5,429.591573
S37280,C2588,29,2024-09-27 01:17:00,31.604922,18.0,568.888596
S37281,C2588,18,2024-10-07 09:06:00,24.749966,18.0,445.499388
S37282,C2588,140,2024-09-19 10:30:00,31.246688,18.0,562.440384
S37283,C2588,142,2024-08-30 22:56:00,38.612,13.5,521.262
S37284,C2588,140,2024-11-04 15:04:00,23.353549,18.0,420.363882
S37285,C2589,9,2024-08-19 22:58:00,17.25711,13.5,232.970985
S37286,C2589,32,2024-11-01 00:06:00,13.303697,13.5,179.599909
S37287,C2589,56,2024-09-03 09:17:00,21.56,18.0,388.08
S37288,C2589,26,2024-09-08 11:03:00,13.280526,18.0,239.049468
S37289,C2589,24,2024-11-06 08:52:00,15.185146,13.5,204.999471
S37290,C2589,147,2024-10-05 14:29:00,13.362169,18.0,240.519042
S37291,C2589,167,2024-09-14 02:02:00,12.470095,13.5,168.346283
S37292,C2589,174,2024-09-06 09:20:00,18.368637,18.0,330.635466
S37293,C2589,9,2024-11-02 14:30:00,16.599952,13.5,224.099352
S37294,C2589,164,2024-08-20 17:26:00,19.403888,13.5,261.952488
S37295,C2589,142,2024-09-04 22:22:00,20.485168,13.5,276.549768
S37296,C2589,2,2024-10-06 14:02:00,11.27387,18.0,202.92966
S37297,C2589,87,2024-09-28 20:14:00,19.207509,13.5,259.301372
S37298,C2589,9,2024-09-05 14:13:00,14.34907,13.5,193.712445
S37299,C2589,168,2024-09-17 18:16:00,18.575598,22.5,417.950955
S37300,C2589,151,2024-10-23 06:44:00,19.334972,18.0,348.029496
S37301,C2589,63,2024-10-20 08:33:00,16.964411,13.5,229.019548
S37302,C2589,21,2024-10-02 19:19:00,21.56,22.5,485.1
S37303,C2590,87,2024-09-25 23:12:00,12.268594,13.5,165.626019
S37304,C2590,108,2024-09-16 11:35:00,13.496303,18.0,242.933454
S37305,C2590,108,2024-08-18 08:30:00,15.68,18.0,282.24
S37306,C2590,147,2024-09-27 18:48:00,15.68,18.0,282.24
S37307,C2590,68,2024-10-02 14:06:00,14.234489,18.0,256.220802
S37308,C2590,98,2024-08-14 18:46:00,15.68,22.5,352.8
S37309,C2590,8,2024-09-13 08:20:00,15.68,18.0,282.24
S37310,C2590,7,2024-10-10 19:57:00,15.68,18.0,282.24
S37311,C2590,138,2024-10-23 00:16:00,15.68,18.0,282.24
S37312,C2590,115,2024-10-21 09:18:00,15.122303,13.5,204.151091
S37313,C2590,118,2024-11-05 15:07:00,15.68,13.5,211.68
S37314,C2590,157,2024-10-15 10:39:00,15.68,22.5,352.8
S37315,C2590,108,2024-10-22 20:51:00,15.68,18.0,282.24
S37316,C2590,87,2024-10-25 14:03:00,15.68,13.5,211.68
S37317,C2590,157,2024-10-11 16:47:00,15.68,22.5,352.8
S37318,C2590,71,2024-09-19 19:46:00,15.68,13.5,211.68
S37319,C2590,142,2024-10-07 07:22:00,15.68,13.5,211.68
S37320,C2591,197,2024-10-15 09:28:00,53.847165,18.0,969.24897
S37321,C2591,144,2024-08-13 22:14:00,53.403119,18.0,961.256142
S37322,C2591,180,2024-09-16 18:09:00,54.360182,18.0,978.483276
S37323,C2591,140,2024-10-29 15:23:00,55.309417,18.0,995.569506
S37324,C2591,115,2024-10-21 20:36:00,40.408093,13.5,545.509255
S37325,C2591,97,2024-09-28 15:46:00,52.481389,18.0,944.665002
S37326,C2591,7,2024-09-04 10:26:00,70.198731,18.0,1263.577158
S37327,C2591,152,2024-08-22 12:31:00,38.678937,18.0,696.220866
S37328,C2591,76,2024-09-11 15:30:00,52.796332,18.0,950.333976
S37329,C2591,180,2024-10-09 09:59:00,49.948481,18.0,899.072658
S37330,C2592,109,2024-08-29 07:49:00,31.797121,13.5,429.261134
S37331,C2592,92,2024-09-08 22:15:00,32.806031,18.0,590.508558
S37332,C2592,144,2024-10-08 12:54:00,30.802298,18.0,554.441364
S37333,C2592,147,2024-09-11 14:28:00,18.931357,18.0,340.764426
S37334,C2592,180,2024-10-16 18:19:00,18.846659,18.0,339.239862
S37335,C2592,56,2024-08-21 14:37:00,15.34722,18.0,276.24996
S37336,C2592,24,2024-09-13 02:20:00,29.252915,13.5,394.914353
S37337,C2592,63,2024-10-01 19:58:00,20.960304,13.5,282.964104
S37338,C2592,181,2024-10-27 17:57:00,17.084209,18.0,307.515762
S37339,C2592,12,2024-10-28 15:26:00,24.941463,18.0,448.946334
S37340,C2592,9,2024-09-21 11:06:00,26.245118,13.5,354.309093
S37341,C2592,115,2024-09-23 12:22:00,29.548263,13.5,398.90155
S37342,C2592,32,2024-08-17 19:29:00,30.040148,13.5,405.541998
S37343,C2593,25,2024-09-27 13:55:00,30.333307,13.5,409.499645
S37344,C2593,7,2024-10-29 16:44:00,34.509992,18.0,621.179856
S37345,C2593,138,2024-10-18 18:13:00,28.387602,18.0,510.976836
S37346,C2593,27,2024-09-28 03:11:00,34.119296,22.5,767.68416
S37347,C2593,185,2024-10-07 15:36:00,28.07524,13.5,379.01574
S37348,C2593,51,2024-08-19 18:29:00,27.810254,22.5,625.730715
S37349,C2593,182,2024-09-23 18:46:00,26.857517,18.0,483.435306
S37350,C2593,36,2024-08-11 13:41:00,29.799942,18.0,536.398956
S37351,C2593,185,2024-11-03 12:52:00,33.6289,13.5,453.99015
S37352,C2593,197,2024-10-09 00:32:00,33.518617,18.0,603.335106
S37353,C2593,142,2024-08-30 13:57:00,33.35134,13.5,450.24309
S37354,C2593,157,2024-09-11 12:25:00,31.707676,22.5,713.42271
S37355,C2593,108,2024-08-26 18:38:00,23.661483,18.0,425.906694
S37356,C2593,26,2024-10-01 06:18:00,38.612,18.0,695.016
S37357,C2593,151,2024-09-14 08:40:00,22.666368,18.0,407.994624
S37358,C2594,7,2024-09-30 13:31:00,18.48927,18.0,332.80686
S37359,C2594,36,2024-10-28 13:13:00,23.52,18.0,423.36
S37360,C2594,182,2024-09-24 10:02:00,21.529512,18.0,387.531216
S37361,C2594,167,2024-10-21 09:26:00,15.198858,13.5,205.184583
S37362,C2594,118,2024-08-23 10:06:00,22.873429,13.5,308.791291
S37363,C2594,7,2024-10-12 07:50:00,18.78046,18.0,338.04828
S37364,C2594,41,2024-09-27 10:40:00,14.734638,22.5,331.529355
S37365,C2594,41,2024-08-31 07:37:00,18.87237,22.5,424.628325
S37366,C2594,188,2024-09-04 10:33:00,16.549024,18.0,297.882432
S37367,C2594,188,2024-08-25 03:45:00,17.141168,18.0,308.541024
S37368,C2594,168,2024-09-29 10:48:00,18.16983,22.5,408.821175
S37369,C2594,180,2024-10-19 19:03:00,20.798304,18.0,374.369472
S37370,C2594,98,2024-08-14 08:25:00,21.606658,22.5,486.149805
S37371,C2594,9,2024-09-15 06:46:00,15.086755,13.5,203.671192
S37372,C2595,59,2024-08-18 21:29:00,15.68,13.5,211.68
S37373,C2595,152,2024-08-15 00:30:00,15.68,18.0,282.24
S37374,C2595,138,2024-08-13 21:34:00,15.68,18.0,282.24
S37375,C2595,97,2024-08-31 11:26:00,13.91468,18.0,250.46424
S37376,C2595,76,2024-08-27 08:25:00,15.68,18.0,282.24
S37377,C2595,2,2024-08-14 13:32:00,10.683839,18.0,192.309102
S37378,C2595,24,2024-08-14 16:17:00,15.68,13.5,211.68
S37379,C2595,167,2024-11-01 15:55:00,15.68,13.5,211.68
S37380,C2595,155,2024-09-08 06:16:00,15.68,13.5,211.68
S37381,C2595,92,2024-10-28 14:38:00,15.68,18.0,282.24
S37382,C2595,12,2024-10-17 20:15:00,15.68,18.0,282.24
S37383,C2595,68,2024-09-21 11:24:00,15.68,18.0,282.24
S37384,C2595,88,2024-11-04 05:00:00,15.68,22.5,352.8
S37385,C2595,109,2024-09-04 17:33:00,15.68,13.5,211.68
S37386,C2595,168,2024-10-01 11:06:00,15.68,22.5,352.8
S37387,C2595,89,2024-11-01 21:47:00,15.68,13.5,211.68
S37388,C2596,97,2024-10-27 18:06:00,14.299264,18.0,257.386752
S37389,C2596,51,2024-09-19 08:38:00,11.919135,22.5,268.180538
S37390,C2596,152,2024-08-31 16:24:00,14.641515,18.0,263.54727
S37391,C2596,97,2024-10-29 11:21:00,25.032522,18.0,450.585396
S37392,C2596,167,2024-09-06 14:46:00,17.586628,13.5,237.419478
S37393,C2596,138,2024-10-08 11:29:00,14.958153,18.0,269.246754
S37394,C2596,164,2024-09-21 10:35:00,17.6462,13.5,238.2237
S37395,C2596,130,2024-08-26 02:37:00,19.301045,22.5,434.273512
S37396,C2596,142,2024-09-23 13:33:00,10.565692,13.5,142.636842
S37397,C2596,164,2024-08-15 06:42:00,14.437508,13.5,194.906358
S37398,C2596,12,2024-09-03 05:42:00,12.049415,18.0,216.88947
S37399,C2596,186,2024-09-23 15:20:00,23.852845,13.5,322.013407
S37400,C2596,25,2024-08-28 13:51:00,17.528186,13.5,236.630511
S37401,C2596,182,2024-09-21 07:55:00,17.299247,18.0,311.386446
S37402,C2596,25,2024-09-03 17:53:00,17.278698,13.5,233.262423
S37403,C2596,72,2024-09-26 17:22:00,13.520373,22.5,304.208393
S37404,C2596,155,2024-08-25 01:22:00,20.07222,13.5,270.97497
S37405,C2596,27,2024-09-09 12:46:00,25.341002,22.5,570.172545
S37406,C2596,152,2024-08-15 03:59:00,15.529323,18.0,279.527814
S37407,C2596,186,2024-09-16 06:12:00,21.553031,13.5,290.965918
S37408,C2597,167,2024-08-27 15:19:00,25.48,13.5,343.98
S37409,C2597,26,2024-10-14 04:04:00,25.48,18.0,458.64
S37410,C2597,7,2024-08-25 01:10:00,25.48,18.0,458.64
S37411,C2597,7,2024-09-27 09:21:00,21.084142,18.0,379.514556
S37412,C2597,97,2024-09-03 15:54:00,22.176603,18.0,399.178854
S37413,C2597,142,2024-09-08 02:52:00,25.48,13.5,343.98
S37414,C2597,155,2024-09-09 02:59:00,25.48,13.5,343.98
S37415,C2597,138,2024-10-01 11:49:00,25.48,18.0,458.64
S37416,C2597,130,2024-09-28 13:11:00,25.48,22.5,573.3
S37417,C2597,2,2024-10-13 12:34:00,16.043644,18.0,288.785592
S37418,C2597,26,2024-09-20 10:00:00,25.48,18.0,458.64
S37419,C2597,115,2024-08-26 08:50:00,25.48,13.5,343.98
S37420,C2597,29,2024-10-29 01:34:00,25.48,18.0,458.64
S37421,C2597,36,2024-08-21 10:54:00,25.48,18.0,458.64
